97,47,60,54,19,8,2,48,2,41
87,18,26,29,78,39,15,3,10,40
19,23,66,89,0,3,11,25,63,16
36,80,43,51,52,88,4,30,58,17
94,70,41,96,13,84,36,14,78,81
43,6,73,5,53,34,51,21,33,89
66,84,69,4,52,25,24,72,27,31
62,70,96,79,26,96,62,31,41,48
87,69,79,67,11,95,92,36,68,61
24,8,18,15,53,6,81,30,27,49
入れ替え:1番目（97）,2番目（47）
入れ替え:39番目（36）,40番目（15）
入れ替え:38番目（34）,39番目（15）
入れ替え:37番目（33）,38番目（15）
入れ替え:36番目（31）,37番目（15）
入れ替え:35番目（31）,36番目（15）
入れ替え:34番目（30）,35番目（15）
入れ替え:33番目（29）,34番目（15）
入れ替え:32番目（27）,33番目（15）
入れ替え:31番目（26）,32番目（15）
入れ替え:30番目（26）,31番目（15）
入れ替え:29番目（25）,30番目（15）
入れ替え:28番目（25）,29番目（15）
入れ替え:27番目（24）,28番目（15）
入れ替え:26番目（24）,27番目（15）
入れ替え:25番目（23）,26番目（15）
入れ替え:24番目（21）,25番目（15）
入れ替え:23番目（19）,24番目（15）
入れ替え:22番目（19）,23番目（15）
入れ替え:21番目（18）,22番目（15）
入れ替え:20番目（18）,21番目（15）
入れ替え:19番目（17）,20番目（15）
入れ替え:18番目（16）,19番目（15）
入れ替え:94番目（97）,95番目（53）
入れ替え:93番目（96）,94番目（53）
入れ替え:92番目（96）,93番目（53）
入れ替え:91番目（96）,92番目（53）
入れ替え:90番目（95）,91番目（53）
入れ替え:89番目（94）,90番目（53）
入れ替え:88番目（92）,89番目（53）
入れ替え:87番目（89）,88番目（53）
入れ替え:86番目（89）,87番目（53）
入れ替え:85番目（88）,86番目（53）
入れ替え:84番目（87）,85番目（53）
入れ替え:83番目（87）,84番目（53）
入れ替え:82番目（84）,83番目（53）
入れ替え:81番目（84）,82番目（53）
入れ替え:80番目（81）,81番目（53）
入れ替え:79番目（80）,80番目（53）
入れ替え:78番目（79）,79番目（53）
入れ替え:77番目（79）,78番目（53）
入れ替え:76番目（78）,77番目（53）
入れ替え:75番目（78）,76番目（53）
入れ替え:74番目（73）,75番目（53）
入れ替え:73番目（72）,74番目（53）
入れ替え:72番目（70）,73番目（53）
入れ替え:71番目（70）,72番目（53）
入れ替え:70番目（69）,71番目（53）
入れ替え:69番目（69）,70番目（53）
入れ替え:68番目（68）,69番目（53）
入れ替え:67番目（67）,68番目（53）
入れ替え:66番目（66）,67番目（53）
入れ替え:65番目（66）,66番目（53）
入れ替え:64番目（63）,65番目（53）
入れ替え:63番目（62）,64番目（53）
入れ替え:62番目（62）,63番目（53）
入れ替え:61番目（61）,62番目（53）
入れ替え:60番目（60）,61番目（53）
入れ替え:59番目（58）,60番目（53）
入れ替え:58番目（54）,59番目（53）
入れ替え:95番目（97）,96番目（6）
入れ替え:94番目（96）,95番目（6）
入れ替え:93番目（96）,94番目（6）
入れ替え:92番目（96）,93番目（6）
入れ替え:91番目（95）,92番目（6）
入れ替え:90番目（94）,91番目（6）
入れ替え:89番目（92）,90番目（6）
入れ替え:88番目（89）,89番目（6）
入れ替え:87番目（89）,88番目（6）
入れ替え:86番目（88）,87番目（6）
入れ替え:85番目（87）,86番目（6）
入れ替え:84番目（87）,85番目（6）
入れ替え:83番目（84）,84番目（6）
入れ替え:82番目（84）,83番目（6）
入れ替え:81番目（81）,82番目（6）
入れ替え:80番目（80）,81番目（6）
入れ替え:79番目（79）,80番目（6）
入れ替え:78番目（79）,79番目（6）
入れ替え:77番目（78）,78番目（6）
入れ替え:76番目（78）,77番目（6）
入れ替え:75番目（73）,76番目（6）
入れ替え:74番目（72）,75番目（6）
入れ替え:73番目（70）,74番目（6）
入れ替え:72番目（70）,73番目（6）
入れ替え:71番目（69）,72番目（6）
入れ替え:70番目（69）,71番目（6）
入れ替え:69番目（68）,70番目（6）
入れ替え:68番目（67）,69番目（6）
入れ替え:67番目（66）,68番目（6）
入れ替え:66番目（66）,67番目（6）
入れ替え:65番目（63）,66番目（6）
入れ替え:64番目（62）,65番目（6）
入れ替え:63番目（62）,64番目（6）
入れ替え:62番目（61）,63番目（6）
入れ替え:61番目（60）,62番目（6）
入れ替え:60番目（58）,61番目（6）
入れ替え:59番目（54）,60番目（6）
入れ替え:58番目（53）,59番目（6）
入れ替え:57番目（53）,58番目（6）
入れ替え:56番目（52）,57番目（6）
入れ替え:55番目（52）,56番目（6）
入れ替え:54番目（51）,55番目（6）
入れ替え:53番目（51）,54番目（6）
入れ替え:52番目（48）,53番目（6）
入れ替え:51番目（48）,52番目（6）
入れ替え:50番目（47）,51番目（6）
入れ替え:49番目（43）,50番目（6）
入れ替え:48番目（43）,49番目（6）
入れ替え:47番目（41）,48番目（6）
入れ替え:46番目（41）,47番目（6）
入れ替え:45番目（41）,46番目（6）
入れ替え:44番目（40）,45番目（6）
入れ替え:43番目（39）,44番目（6）
入れ替え:42番目（36）,43番目（6）
入れ替え:41番目（36）,42番目（6）
入れ替え:40番目（36）,41番目（6）
入れ替え:39番目（34）,40番目（6）
入れ替え:38番目（33）,39番目（6）
入れ替え:37番目（31）,38番目（6）
入れ替え:36番目（31）,37番目（6）
入れ替え:35番目（30）,36番目（6）
入れ替え:34番目（29）,35番目（6）
入れ替え:33番目（27）,34番目（6）
入れ替え:32番目（26）,33番目（6）
入れ替え:31番目（26）,32番目（6）
入れ替え:30番目（25）,31番目（6）
入れ替え:29番目（25）,30番目（6）
入れ替え:28番目（24）,29番目（6）
入れ替え:27番目（24）,28番目（6）
入れ替え:26番目（23）,27番目（6）
入れ替え:25番目（21）,26番目（6）
入れ替え:24番目（19）,25番目（6）
入れ替え:23番目（19）,24番目（6）
入れ替え:22番目（18）,23番目（6）
入れ替え:21番目（18）,22番目（6）
入れ替え:20番目（17）,21番目（6）
入れ替え:19番目（16）,20番目（6）
入れ替え:18番目（15）,19番目（6）
入れ替え:17番目（15）,18番目（6）
入れ替え:16番目（14）,17番目（6）
入れ替え:15番目（13）,16番目（6）
入れ替え:14番目（11）,15番目（6）
入れ替え:13番目（11）,14番目（6）
入れ替え:12番目（10）,13番目（6）
入れ替え:11番目（8）,12番目（6）
入れ替え:10番目（8）,11番目（6）
入れ替え:96番目（97）,97番目（81）
入れ替え:95番目（96）,96番目（81）
入れ替え:94番目（96）,95番目（81）
入れ替え:93番目（96）,94番目（81）
入れ替え:92番目（95）,93番目（81）
入れ替え:91番目（94）,92番目（81）
入れ替え:90番目（92）,91番目（81）
入れ替え:89番目（89）,90番目（81）
入れ替え:88番目（89）,89番目（81）
入れ替え:87番目（88）,88番目（81）
入れ替え:86番目（87）,87番目（81）
入れ替え:85番目（87）,86番目（81）
入れ替え:84番目（84）,85番目（81）
入れ替え:83番目（84）,84番目（81）
入れ替え:97番目（97）,98番目（30）
入れ替え:96番目（96）,97番目（30）
入れ替え:95番目（96）,96番目（30）
入れ替え:94番目（96）,95番目（30）
入れ替え:93番目（95）,94番目（30）
入れ替え:92番目（94）,93番目（30）
入れ替え:91番目（92）,92番目（30）
入れ替え:90番目（89）,91番目（30）
入れ替え:89番目（89）,90番目（30）
入れ替え:88番目（88）,89番目（30）
入れ替え:87番目（87）,88番目（30）
入れ替え:86番目（87）,87番目（30）
入れ替え:85番目（84）,86番目（30）
入れ替え:84番目（84）,85番目（30）
入れ替え:83番目（81）,84番目（30）
入れ替え:82番目（81）,83番目（30）
入れ替え:81番目（80）,82番目（30）
入れ替え:80番目（79）,81番目（30）
入れ替え:79番目（79）,80番目（30）
入れ替え:78番目（78）,79番目（30）
入れ替え:77番目（78）,78番目（30）
入れ替え:76番目（73）,77番目（30）
入れ替え:75番目（72）,76番目（30）
入れ替え:74番目（70）,75番目（30）
入れ替え:73番目（70）,74番目（30）
入れ替え:72番目（69）,73番目（30）
入れ替え:71番目（69）,72番目（30）
入れ替え:70番目（68）,71番目（30）
入れ替え:69番目（67）,70番目（30）
入れ替え:68番目（66）,69番目（30）
入れ替え:67番目（66）,68番目（30）
入れ替え:66番目（63）,67番目（30）
入れ替え:65番目（62）,66番目（30）
入れ替え:64番目（62）,65番目（30）
入れ替え:63番目（61）,64番目（30）
入れ替え:62番目（60）,63番目（30）
入れ替え:61番目（58）,62番目（30）
入れ替え:60番目（54）,61番目（30）
入れ替え:59番目（53）,60番目（30）
入れ替え:58番目（53）,59番目（30）
入れ替え:57番目（52）,58番目（30）
入れ替え:56番目（52）,57番目（30）
入れ替え:55番目（51）,56番目（30）
入れ替え:54番目（51）,55番目（30）
入れ替え:53番目（48）,54番目（30）
入れ替え:52番目（48）,53番目（30）
入れ替え:51番目（47）,52番目（30）
入れ替え:50番目（43）,51番目（30）
入れ替え:49番目（43）,50番目（30）
入れ替え:48番目（41）,49番目（30）
入れ替え:47番目（41）,48番目（30）
入れ替え:46番目（41）,47番目（30）
入れ替え:45番目（40）,46番目（30）
入れ替え:44番目（39）,45番目（30）
入れ替え:43番目（36）,44番目（30）
入れ替え:42番目（36）,43番目（30）
入れ替え:41番目（36）,42番目（30）
入れ替え:40番目（34）,41番目（30）
入れ替え:39番目（33）,40番目（30）
入れ替え:38番目（31）,39番目（30）
入れ替え:37番目（31）,38番目（30）
入れ替え:98番目（97）,99番目（27）
入れ替え:97番目（96）,98番目（27）
入れ替え:96番目（96）,97番目（27）
入れ替え:95番目（96）,96番目（27）
入れ替え:94番目（95）,95番目（27）
入れ替え:93番目（94）,94番目（27）
入れ替え:92番目（92）,93番目（27）
入れ替え:91番目（89）,92番目（27）
入れ替え:90番目（89）,91番目（27）
入れ替え:89番目（88）,90番目（27）
入れ替え:88番目（87）,89番目（27）
入れ替え:87番目（87）,88番目（27）
入れ替え:86番目（84）,87番目（27）
入れ替え:85番目（84）,86番目（27）
入れ替え:84番目（81）,85番目（27）
入れ替え:83番目（81）,84番目（27）
入れ替え:82番目（80）,83番目（27）
入れ替え:81番目（79）,82番目（27）
入れ替え:80番目（79）,81番目（27）
入れ替え:79番目（78）,80番目（27）
入れ替え:78番目（78）,79番目（27）
入れ替え:77番目（73）,78番目（27）
入れ替え:76番目（72）,77番目（27）
入れ替え:75番目（70）,76番目（27）
入れ替え:74番目（70）,75番目（27）
入れ替え:73番目（69）,74番目（27）
入れ替え:72番目（69）,73番目（27）
入れ替え:71番目（68）,72番目（27）
入れ替え:70番目（67）,71番目（27）
入れ替え:69番目（66）,70番目（27）
入れ替え:68番目（66）,69番目（27）
入れ替え:67番目（63）,68番目（27）
入れ替え:66番目（62）,67番目（27）
入れ替え:65番目（62）,66番目（27）
入れ替え:64番目（61）,65番目（27）
入れ替え:63番目（60）,64番目（27）
入れ替え:62番目（58）,63番目（27）
入れ替え:61番目（54）,62番目（27）
入れ替え:60番目（53）,61番目（27）
入れ替え:59番目（53）,60番目（27）
入れ替え:58番目（52）,59番目（27）
入れ替え:57番目（52）,58番目（27）
入れ替え:56番目（51）,57番目（27）
入れ替え:55番目（51）,56番目（27）
入れ替え:54番目（48）,55番目（27）
入れ替え:53番目（48）,54番目（27）
入れ替え:52番目（47）,53番目（27）
入れ替え:51番目（43）,52番目（27）
入れ替え:50番目（43）,51番目（27）
入れ替え:49番目（41）,50番目（27）
入れ替え:48番目（41）,49番目（27）
入れ替え:47番目（41）,48番目（27）
入れ替え:46番目（40）,47番目（27）
